ORDER	FAMILY	PRIMARY_COM_NAME	SPECIES_CODE
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ashy-headed Goose	ashgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ruddy-headed Goose	ruhgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Radjah Shelduck	radshe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Egyptian Goose	egygoo
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mauritius Shelduck	maushe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Reunion Shelduck	reushe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ruddy Shelduck	rudshe
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	South African Shelduck	soashe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Australian Shelduck	ausshe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Paradise Shelduck	parshe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Shelduck	comshe
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Crested Shelduck	creshe1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Spur-winged Goose	spwgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Flying Steamer-Duck	flystd1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Flightless Steamer-Duck	flistd1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Falkland Steamer-Duck	falstd1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-headed Steamer-Duck	whhstd1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Crested Duck	creduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Spectacled Duck	speduc2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Muscovy Duck	musduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Green Pygmy-Goose	grnpyg1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cotton Pygmy-Goose	copgoo1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	African Pygmy-Goose	afrpyg1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ringed Teal	rintea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Wood Duck	wooduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mandarin Duck	manduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Maned Duck	manduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Finsch's Duck	finduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Brazilian Teal	bratea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Blue Duck	bluduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Torrent Duck	torduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Salvadori's Teal	saltea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Baikal Teal	baitea
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Garganey	gargan
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Blue-billed Teal	hottea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Silver Teal	siltea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Puna Teal	puntea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Blue-winged Teal	buwtea
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cinnamon Teal	cintea
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Red Shoveler	redsho1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cape Shoveler	capsho1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Australasian Shoveler	aussho1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Northern Shoveler	norsho
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Gadwall	gadwal
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Falcated Duck	falduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Eurasian Wigeon	eurwig
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	American Wigeon	amewig
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Chiloe Wigeon	chiwig1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Amsterdam Duck	amsduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	African Black Duck	afbduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Yellow-billed Duck	yebduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Meller's Duck	melduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Pacific Black Duck	pabduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Laysan Duck	layduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Hawaiian Duck	hawduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Philippine Duck	phiduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Indian Spot-billed Duck	isbduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Eastern Spot-billed Duck	spbduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mallard	mallar3
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mexican Duck	mexduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	American Black Duck	ambduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mottled Duck	motduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Cape Teal	captea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-cheeked Pintail	whcpin
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Red-billed Duck	rebduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Northern Pintail	norpin
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Eaton's Pintail	eatpin1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Yellow-billed Pintail	yebpin1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Green-winged Teal	gnwtea
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Andean Teal	spetea3
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Yellow-billed Teal	yebtea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Mauritius Duck	mauduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Andaman Teal	andtea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Sunda Teal	suntea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Gray Teal	gretea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Chestnut Teal	chetea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Bernier's Teal	bertea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Auckland Islands Teal	auitea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Campbell Islands Teal	caitea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Brown Teal	brotea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Pink-eared Duck	pieduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Marbled Duck	martea1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Pink-headed Duck	pihduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-winged Duck	whwduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Red-crested Pochard	recpoc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Southern Pochard	soupoc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Rosy-billed Pochard	robpoc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Canvasback	canvas
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Redhead	redhea
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Pochard	compoc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ring-necked Duck	rinduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ferruginous Duck	ferduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Madagascar Pochard	madpoc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Baer's Pochard	baepoc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Hardhead	wheduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Tufted Duck	tufduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	New Zealand Scaup	nezsca1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Greater Scaup	gresca
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Lesser Scaup	lessca
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Steller's Eider	steeid
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Labrador Duck	labduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Spectacled Eider	speeid
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	King Eider	kineid
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Eider	comeid
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Harlequin Duck	harduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Surf Scoter	sursco
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Velvet Scoter	whwsco3
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-winged Scoter	whwsco2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Stejneger's Scoter	whwsco1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Scoter	blksco1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Black Scoter	blksco2
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Long-tailed Duck	lotduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Bufflehead	buffle
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Goldeneye	comgol
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Barrow's Goldeneye	bargol
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Smew	smew
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Hooded Merganser	hoomer
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Auckland Islands Merganser	auimer1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Common Merganser	commer
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Brazilian Merganser	bramer1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Red-breasted Merganser	rebmer
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Scaly-sided Merganser	scsmer1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Black-headed Duck	blhduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Masked Duck	masduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Ruddy Duck	rudduc
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Andean Duck	andduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	White-headed Duck	whhduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Maccoa Duck	macduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Lake Duck	lakduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Blue-billed Duck	blbduc1
Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)	Musk Duck	musduc1
Anseriformes	Anhimidae (Screamers)	Horned Screamer	horscr1
Anseriformes	Anhimidae (Screamers)	Southern Screamer	souscr1
Anseriformes	Anhimidae (Screamers)	Northern Screamer	norscr1
Anseriformes	Anseranatidae (Magpie Goose)	Magpie Goose	maggoo1
Apterygiformes	Apterygidae (Kiwis)	Southern Brown Kiwi	sobkiw1
Apterygiformes	Apterygidae (Kiwis)	Okarito Brown Kiwi	okbkiw1
Apterygiformes	Apterygidae (Kiwis)	North Island Brown Kiwi	nibkiw1
Apterygiformes	Apterygidae (Kiwis)	Little Spotted Kiwi	liskiw1
Apterygiformes	Apterygidae (Kiwis)	Great Spotted Kiwi	grskiw1
Bucerotiformes	Bucerotidae (Hornbills)	Red-billed Dwarf Hornbill	rbdhor1
Bucerotiformes	Bucerotidae (Hornbills)	Crowned Hornbill	crohor1
Bucerotiformes	Bucerotidae (Hornbills)	Bradfield's Hornbill	brahor1
Bucerotiformes	Bucerotidae (Hornbills)	West African Pied Hornbill	afphor2
Bucerotiformes	Bucerotidae (Hornbills)	Congo Pied Hornbill	afphor3
Bucerotiformes	Bucerotidae (Hornbills)	Hemprich's Hornbill	hemhor1
Bucerotiformes	Bucerotidae (Hornbills)	African Gray Hornbill	afghor1
Bucerotiformes	Bucerotidae (Hornbills)	Pale-billed Hornbill	pabhor1
Bucerotiformes	Bucerotidae (Hornbills)	Eastern Yellow-billed Hornbill	eybhor1
Bucerotiformes	Bucerotidae (Hornbills)	Southern Yellow-billed Hornbill	sybhor1
Bucerotiformes	Bucerotidae (Hornbills)	Jackson's Hornbill	jachor1
Bucerotiformes	Bucerotidae (Hornbills)	Von der Decken's Hornbill	vddhor1
Bucerotiformes	Bucerotidae (Hornbills)	Monteiro's Hornbill	monhor1
Bucerotiformes	Bucerotidae (Hornbills)	Southern Red-billed Hornbill	srbhor1
Bucerotiformes	Bucerotidae (Hornbills)	Damara Red-billed Hornbill	drbhor1
Bucerotiformes	Bucerotidae (Hornbills)	Tanzanian Red-billed Hornbill	trbhor1
Bucerotiformes	Bucerotidae (Hornbills)	Western Red-billed Hornbill	wrbhor2
Bucerotiformes	Bucerotidae (Hornbills)	Northern Red-billed Hornbill	rebhor1
Bucerotiformes	Bucerotidae (Hornbills)	White-crowned Hornbill	whchor2
Bucerotiformes	Bucerotidae (Hornbills)	Western Long-tailed Hornbill	whchor1
Bucerotiformes	Bucerotidae (Hornbills)	Eastern Long-tailed Hornbill	whchor4
Bucerotiformes	Bucerotidae (Hornbills)	Western Dwarf Hornbill	bkdhor1
Bucerotiformes	Bucerotidae (Hornbills)	Eastern Dwarf Hornbill	bkdhor2
Bucerotiformes	Bucerotidae (Hornbills)	Yellow-casqued Hornbill	yechor1
Bucerotiformes	Bucerotidae (Hornbills)	Black-casqued Hornbill	blchor1
Bucerotiformes	Bucerotidae (Hornbills)	Silvery-cheeked Hornbill	sichor1
Bucerotiformes	Bucerotidae (Hornbills)	Black-and-white-casqued Hornbill	bawhor2
Bucerotiformes	Bucerotidae (Hornbills)	Brown-cheeked Hornbill	bnchor1
Bucerotiformes	Bucerotidae (Hornbills)	White-thighed Hornbill	whthor1
Bucerotiformes	Bucerotidae (Hornbills)	Trumpeter Hornbill	truhor1
Bucerotiformes	Bucerotidae (Hornbills)	Piping Hornbill	piphor1
Bucerotiformes	Bucerotidae (Hornbills)	Helmeted Hornbill	helhor1
Bucerotiformes	Bucerotidae (Hornbills)	Rufous Hornbill	rufhor1
Bucerotiformes	Bucerotidae (Hornbills)	Rhinoceros Hornbill	rhihor1
Bucerotiformes	Bucerotidae (Hornbills)	Great Hornbill	grehor1
Bucerotiformes	Bucerotidae (Hornbills)	Bushy-crested Hornbill	buchor1
Bucerotiformes	Bucerotidae (Hornbills)	Brown Hornbill	brnhor1
Bucerotiformes	Bucerotidae (Hornbills)	Rusty-cheeked Hornbill	ruchor1
Bucerotiformes	Bucerotidae (Hornbills)	Indian Gray Hornbill	inghor2
Bucerotiformes	Bucerotidae (Hornbills)	Malabar Gray Hornbill	maghor2
Bucerotiformes	Bucerotidae (Hornbills)	Sri Lanka Gray Hornbill	ceghor1
Bucerotiformes	Bucerotidae (Hornbills)	Black Hornbill	blahor1
Bucerotiformes	Bucerotidae (Hornbills)	Sulu Hornbill	sulhor2
Bucerotiformes	Bucerotidae (Hornbills)	Malabar Pied-Hornbill	maphor1
Bucerotiformes	Bucerotidae (Hornbills)	Oriental Pied-Hornbill	orphor1
Bucerotiformes	Bucerotidae (Hornbills)	Palawan Hornbill	palhor1
Bucerotiformes	Bucerotidae (Hornbills)	Rufous-necked Hornbill	runhor1
Bucerotiformes	Bucerotidae (Hornbills)	Knobbed Hornbill	knohor1
Bucerotiformes	Bucerotidae (Hornbills)	Sumba Hornbill	sumhor1
Bucerotiformes	Bucerotidae (Hornbills)	Wreathed Hornbill	wrehor1
Bucerotiformes	Bucerotidae (Hornbills)	Plain-pouched Hornbill	plphor1
Bucerotiformes	Bucerotidae (Hornbills)	Narcondam Hornbill	narhor1
Bucerotiformes	Bucerotidae (Hornbills)	Blyth's Hornbill	blyhor1
Bucerotiformes	Bucerotidae (Hornbills)	Sulawesi Hornbill	sulhor1
Bucerotiformes	Bucerotidae (Hornbills)	Wrinkled Hornbill	wrihor1
Bucerotiformes	Bucerotidae (Hornbills)	Writhe-billed Hornbill	wrbhor1
Bucerotiformes	Bucerotidae (Hornbills)	Writhed Hornbill	wrihor2
Bucerotiformes	Bucerotidae (Hornbills)	Visayan Hornbill	tarhor1
Bucerotiformes	Bucerotidae (Hornbills)	Luzon Hornbill	luzhor1
Bucerotiformes	Bucerotidae (Hornbills)	Mindoro Hornbill	minhor2
Bucerotiformes	Bucerotidae (Hornbills)	Samar Hornbill	samhor1
Bucerotiformes	Bucerotidae (Hornbills)	Mindanao Hornbill	minhor1
Bucerotiformes	Bucorvidae (Ground-Hornbills)	Abyssinian Ground-Hornbill	noghor1
Bucerotiformes	Bucorvidae (Ground-Hornbills)	Southern Ground-Hornbill	soghor1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Green Woodhoopoe	grewoo2
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Violet Woodhoopoe	viowoo1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Black-billed Woodhoopoe	blbwoo2
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	White-headed Woodhoopoe	whhwoo1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Forest Scimitarbill	forwoo1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Black Scimitarbill	blsbil1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Common Scimitarbill	cosbil1
Bucerotiformes	Phoeniculidae (Woodhoopoes and Scimitarbills)	Abyssinian Scimitarbill	absbil1
Bucerotiformes	Upupidae (Hoopoes)	Eurasian Hoopoe	hoopoe
Bucerotiformes	Upupidae (Hoopoes)	Madagascar Hoopoe	madhoo1
Bucerotiformes	Upupidae (Hoopoes)	St. Helena Hoopoe	sthhoo1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	New Caledonian Owlet-nightjar	nconig1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Feline Owlet-nightjar	feonig1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Starry Owlet-nightjar	spaown1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Wallace's Owlet-nightjar	waonig1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Mountain Owlet-nightjar	moonig1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Moluccan Owlet-nightjar	molown1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Australian Owlet-nightjar	auonig1
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Vogelkop Owlet-nightjar	barown2
Caprimulgiformes	Aegothelidae (Owlet-nightjars)	Barred Owlet-nightjar	barown1
Caprimulgiformes	Apodidae (Swifts)	Black Swift	blkswi
Caprimulgiformes	Apodidae (Swifts)	White-chested Swift	whcswi2
Caprimulgiformes	Apodidae (Swifts)	Rothschild's Swift	rotswi1
Caprimulgiformes	Apodidae (Swifts)	Sooty Swift	sooswi1
Caprimulgiformes	Apodidae (Swifts)	White-fronted Swift	whfswi1
Caprimulgiformes	Apodidae (Swifts)	White-chinned Swift	whcswi1
Caprimulgiformes	Apodidae (Swifts)	Spot-fronted Swift	spfswi1
Caprimulgiformes	Apodidae (Swifts)	Great Dusky Swift	grdswi1
Caprimulgiformes	Apodidae (Swifts)	Chestnut-collared Swift	chcswi1
Caprimulgiformes	Apodidae (Swifts)	Tepui Swift	tepswi1
Caprimulgiformes	Apodidae (Swifts)	White-collared Swift	whcswi
Caprimulgiformes	Apodidae (Swifts)	White-naped Swift	whnswi1
Caprimulgiformes	Apodidae (Swifts)	Biscutate Swift	bisswi1
Caprimulgiformes	Apodidae (Swifts)	Philippine Spinetail	phinee1
Caprimulgiformes	Apodidae (Swifts)	Papuan Spinetail	papnee1
Caprimulgiformes	Apodidae (Swifts)	Madagascar Spinetail	malspi1
Caprimulgiformes	Apodidae (Swifts)	Sao Tome Spinetail	satspi1
Caprimulgiformes	Apodidae (Swifts)	White-rumped Spinetail	whrnee1
Caprimulgiformes	Apodidae (Swifts)	Mottled Spinetail	motspi1
Caprimulgiformes	Apodidae (Swifts)	Black Spinetail	blaspi1
Caprimulgiformes	Apodidae (Swifts)	Silver-rumped Spinetail	sirnee1
Caprimulgiformes	Apodidae (Swifts)	Sabine's Spinetail	sabspi1
Caprimulgiformes	Apodidae (Swifts)	Cassin's Spinetail	casspi1
Caprimulgiformes	Apodidae (Swifts)	Bat-like Spinetail	balspi1
Caprimulgiformes	Apodidae (Swifts)	Gray-rumped Swift	grrswi1
Caprimulgiformes	Apodidae (Swifts)	Band-rumped Swift	barswi
Caprimulgiformes	Apodidae (Swifts)	Costa Rican Swift	corswi
Caprimulgiformes	Apodidae (Swifts)	Lesser Antillean Swift	leaswi1
Caprimulgiformes	Apodidae (Swifts)	Pale-rumped Swift	parswi1
Caprimulgiformes	Apodidae (Swifts)	Chimney Swift	chiswi
Caprimulgiformes	Apodidae (Swifts)	Vaux's Swift	vauswi
Caprimulgiformes	Apodidae (Swifts)	Chapman's Swift	chaswi2
Caprimulgiformes	Apodidae (Swifts)	Ashy-tailed Swift	astswi1
Caprimulgiformes	Apodidae (Swifts)	Sick's Swift	sicswi1
Caprimulgiformes	Apodidae (Swifts)	Short-tailed Swift	shtswi1
Caprimulgiformes	Apodidae (Swifts)	White-throated Needletail	whtnee
Caprimulgiformes	Apodidae (Swifts)	Silver-backed Needletail	sibnee1
Caprimulgiformes	Apodidae (Swifts)	Brown-backed Needletail	brbnee1
Caprimulgiformes	Apodidae (Swifts)	Purple Needletail	purnee1
Caprimulgiformes	Apodidae (Swifts)	Waterfall Swift	watswi1
Caprimulgiformes	Apodidae (Swifts)	Pygmy Swiftlet	pygswi2
Caprimulgiformes	Apodidae (Swifts)	Bornean Swiftlet	cavswi3
Caprimulgiformes	Apodidae (Swifts)	Christmas Island Swiftlet	chiswi1
Caprimulgiformes	Apodidae (Swifts)	Cave Swiftlet	cavswi2
Caprimulgiformes	Apodidae (Swifts)	Plume-toed Swiftlet	pltswi1
Caprimulgiformes	Apodidae (Swifts)	Gray-rumped Swiftlet	gyrswi5
Caprimulgiformes	Apodidae (Swifts)	Ridgetop Swiftlet	ridswi1
Caprimulgiformes	Apodidae (Swifts)	Tenggara Swiftlet	tenswi1
Caprimulgiformes	Apodidae (Swifts)	Drab Swiftlet	draswi1
Caprimulgiformes	Apodidae (Swifts)	Glossy Swiftlet	gloswi1
Caprimulgiformes	Apodidae (Swifts)	Satin Swiftlet	satswi1
Caprimulgiformes	Apodidae (Swifts)	Seychelles Swiftlet	seyswi1
Caprimulgiformes	Apodidae (Swifts)	Mascarene Swiftlet	masswi1
Caprimulgiformes	Apodidae (Swifts)	Indian Swiftlet	indswi1
Caprimulgiformes	Apodidae (Swifts)	Sulawesi Swiftlet	molswi4
Caprimulgiformes	Apodidae (Swifts)	Halmahera Swiftlet	molswi3
Caprimulgiformes	Apodidae (Swifts)	Seram Swiftlet	molswi1
Caprimulgiformes	Apodidae (Swifts)	Philippine Swiftlet	phiswi1
Caprimulgiformes	Apodidae (Swifts)	Mountain Swiftlet	mouswi2
Caprimulgiformes	Apodidae (Swifts)	White-rumped Swiftlet	whrswi2
Caprimulgiformes	Apodidae (Swifts)	Australian Swiftlet	ausswi1
Caprimulgiformes	Apodidae (Swifts)	Himalayan Swiftlet	himswi2
Caprimulgiformes	Apodidae (Swifts)	Volcano Swiftlet	volswi1
Caprimulgiformes	Apodidae (Swifts)	Whitehead's Swiftlet	whiswi1
Caprimulgiformes	Apodidae (Swifts)	Bare-legged Swiftlet	balswi1
Caprimulgiformes	Apodidae (Swifts)	Mayr's Swiftlet	mayswi1
Caprimulgiformes	Apodidae (Swifts)	Ameline Swiftlet	palswi2
